42394,0,19.833567,2.437297,0.019154
42395,1,-9.457097,2.60968,-0.014365
42396,2,-9.452308,2.643199,0.009577
42397,3,-9.485827,2.624045,0.033519
42398,4,-9.481039,2.595315,-0.014365
42399,5,-9.351752,2.585738,-0.033519
42400,6,-9.471462,2.624045,-0.004788
42401,7,-9.323021,2.614468,-0.014365
42402,8,-9.481039,2.604891,-0.043096
42403,9,-9.442731,2.576161,0.043096
42404,10,-9.404424,2.600103,-0.02873
42405,11,-9.433155,2.600103,0.023942
42406,12,-9.414001,2.647987,-0.004788
42407,13,-9.461885,2.590526,-0.009577
42408,14,-9.500192,2.662352,0.004788
42409,15,-9.730036,2.94008,-0.11971
42410,16,-9.461885,2.600103,-0.014365
42411,17,-9.399636,2.590526,0.023942
42412,18,-9.47625,2.590526,-0.019154
42413,19,-9.504981,2.528277,0.095768
42414,20,-9.47625,2.657564,0.043096
42415,21,-9.471462,2.643199,0.095768
42416,22,-9.452308,2.643199,0.043096
42417,23,-9.294291,2.595315,0.320823
42418,24,-9.950302,3.136404,-0.081403
42419,25,-9.504981,2.647987,0.081403
42420,26,-9.481039,2.580949,-0.110133
42421,27,-9.409213,2.619257,-0.033519
42422,28,-9.490615,2.619257,0
42423,29,-9.423578,2.628833,0.047884
42424,30,-9.452308,2.614468,-0.02873
42425,31,-9.47625,2.619257,0.062249
42426,32,-9.500192,2.619257,0.081403
42427,33,-9.442731,2.60968,0.02873
42428,34,-9.461885,2.576161,-0.038307
42429,35,-9.471462,2.604891,0.047884
42430,36,-9.490615,2.604891,-0.009577
42431,37,-9.437943,2.60968,0
42432,38,-9.461885,2.619257,0.014365
42433,39,-9.466673,2.595315,-0.009577
42434,40,-9.466673,2.619257,0.062249
42435,41,-9.442731,2.576161,0.009577
42436,42,-9.533711,2.633622,0.019154
42437,43,-9.385271,2.585738,0.038307
42438,44,-9.471462,2.614468,0.023942
42439,45,-9.433155,2.585738,0.038307
42440,46,-9.428366,2.619257,0.014365
42441,47,-9.466673,2.614468,0.033519
42442,48,-9.44752,2.619257,-0.038307
42443,49,-9.457097,2.557007,-0.009577
42444,50,-9.509769,2.614468,0.02873
42445,51,-9.409213,2.619257,0.076614
42446,52,-9.481039,2.60968,-0.038307
42447,53,-9.428366,2.604891,-0.062249
42448,54,-9.457097,2.561796,-0.009577
42449,55,-9.466673,2.604891,0.043096
42450,56,-9.318233,2.624045,0.062249
42451,57,-9.490615,2.624045,-0.023942
42452,58,-9.471462,2.590526,0.023942
42453,59,-9.361328,2.585738,0.004788
42454,60,-9.385271,2.561796,0.019154
42455,61,-9.375694,2.60968,0.129287
42456,62,-9.452308,2.580949,0.100556
42457,63,-9.414001,2.614468,0.014365
42458,64,-9.485827,2.647987,-0.004788
42459,65,-9.399636,2.63841,0.014365
42460,66,-9.380482,2.590526,0.033519
42461,67,-9.44752,2.628833,0.062249
42462,68,-9.490615,2.60968,0.086191
42463,69,-9.47625,2.63841,0.043096
42464,70,-9.437943,2.585738,-0.033519
42465,71,-9.366117,2.590526,0.014365
42466,72,-9.495404,1.915361,0.320823
42467,73,-9.423578,2.619257,0.095768
42468,74,-9.442731,2.624045,0.047884
42469,75,-9.504981,2.614468,0
42470,76,-9.457097,2.628833,0.038307
42471,77,-9.471462,2.590526,0.009577
42472,78,-9.457097,2.643199,-0.004788
42473,79,-9.418789,2.633622,0.02873
42474,80,-9.433155,2.5187,-0.124498
42475,81,-9.351752,2.494758,-0.076614
42476,82,-9.366117,2.585738,-0.057461
42477,83,-9.414001,2.60968,0.086191
42478,84,-9.323021,2.671929,-0.081403
42479,85,-9.390059,2.537854,0.057461
42480,86,-9.533711,2.600103,0.095768
42481,87,-9.490615,2.614468,0.057461
42482,88,-9.461885,2.633622,-0.014365
42483,89,-9.414001,2.547431,0.062249
42484,90,-9.452308,2.590526,0
42485,91,-9.452308,2.657564,0.110133
42486,92,-9.433155,2.624045,0.057461
42487,93,-9.294291,2.542642,0.124498
42488,94,-9.414001,2.585738,0.095768
42489,95,-9.370905,2.542642,0.019154
42490,96,-9.241618,2.5187,-0.033519
42491,97,-9.294291,2.576161,0.09098
42492,98,-9.370905,2.624045,0.052672
42493,99,-9.423578,2.614468,-0.019154
42494,100,-9.14585,2.542642,-0.282516
42496,102,-9.495404,2.561796,-0.062249
42497,103,-9.390059,2.456451,0.138864
42498,104,-9.428366,2.657564,0.014365
42499,105,-9.380482,2.671929,0.105345
42500,106,-9.308656,2.552219,0.253785
42501,107,-9.351752,2.557007,-0.201113
42502,108,-8.916007,3.438074,-0.114922
42503,109,-9.461885,2.585738,-0.234632
42504,110,-9.514557,2.446874,-1.206678
42505,111,-9.921572,2.719813,-0.416591
42506,112,-9.418789,2.619257,-0.004788
42507,113,-9.691728,2.475605,0.90022
42508,114,-9.14585,0.45011,1.886631
42509,115,-9.481039,2.94008,-0.253785
42510,116,-9.466673,2.686294,-0.014365
42511,117,-9.160216,2.748544,0.129287
42512,118,-9.524134,2.60968,0
42513,119,-9.519346,2.743755,0.095768
42514,120,-9.548076,2.810793,-0.134075
42515,121,-9.423578,2.585738,-0.038307
42516,122,-9.313444,2.499547,-0.071826
42517,123,-9.457097,2.523489,0.02873
42518,124,-9.643844,2.853888,-0.751779
42519,125,-9.270349,2.624045,0.167594
42520,126,-8.99741,2.896984,0.052672
42521,127,-9.552865,2.710236,-0.248997
42522,128,-9.471462,2.810793,0.081403
42523,129,-9.323021,2.561796,0.057461
42524,130,-9.461885,2.681506,0.067038
42525,131,-9.366117,2.590526,-0.033519
42526,132,-9.44752,2.643199,0.062249
42527,133,-9.390059,2.604891,0.483629
42528,134,-9.600749,2.667141,-0.11971
42529,135,-9.619902,3.375824,-1.766921
42530,136,-9.351752,2.557007,-0.052672
42531,137,-9.56723,2.705448,0.062249
42532,138,-9.485827,2.614468,-0.076614
42533,139,-8.959103,1.508347,-0.282516
42534,140,-9.629479,2.054225,-0.004788
42535,141,-9.495404,2.671929,-0.095768
42536,142,-7.383718,1.805228,9.964667
42537,143,-11.420342,4.204218,-9.624691
42538,144,-9.380482,2.604891,0.033519
42539,145,-9.47625,2.552219,0.023942
42540,146,-9.351752,2.537854,0.019154
42541,147,-9.471462,2.60968,0.09098
42542,148,-9.461885,2.604891,0.100556
42543,149,-11.224017,2.403778,7.259219
42544,150,-9.509769,2.619257,-0.047884
42545,151,-9.600749,2.566584,0.684742
42546,152,-9.323021,2.60968,0.043096
42547,153,-9.332598,2.552219,0.162806
42548,154,-9.667786,3.074155,-0.512359
42549,155,-10.304644,2.700659,1.192312
42550,156,-8.734048,2.695871,0.100556
42551,157,-9.47625,2.695871,-0.076614
42552,158,-9.47625,2.667141,-0.014365
42553,159,-9.653421,2.844312,0.071826
42554,160,-9.639056,2.60968,-0.234632
42555,161,-9.581595,2.528277,-0.225055
42556,162,-9.538499,2.624045,-0.086191
42557,163,-9.428366,2.547431,0.004788
42558,164,-9.414001,2.633622,0.258574
42559,165,-9.500192,2.72939,-0.11971
42560,166,-9.303868,2.671929,0.110133
42561,167,-9.174581,3.284845,-0.603339
42562,168,-9.351752,2.413355,0.124498
42563,169,-9.35654,2.580949,0.3304
42564,170,-9.337386,2.614468,0.124498
42565,171,-9.629479,2.920926,-0.138864
42566,172,-9.414001,2.528277,-0.095768
42567,173,-9.485827,2.576161,-0.225055
42568,174,-13.512874,3.787627,-11.626243
42569,175,-9.414001,2.485181,0.316035
42570,176,-9.509769,2.288857,0.158017
42571,177,-9.466673,2.533065,0.038307
42572,178,-9.461885,2.585738,-0.052672
42573,179,-9.346963,2.614468,0.052672
42574,180,-9.428366,2.686294,-0.038307
42575,181,-9.619902,2.657564,-0.244209
42576,182,-10.563218,2.006341,-0.694318
42577,183,-9.351752,2.63841,0.124498
42578,184,-9.500192,2.547431,0.191536
42579,185,-8.968679,2.959233,-0.517148
42580,186,-9.457097,2.633622,0.067038
42581,187,-10.074801,2.748544,-0.430956
42582,188,-10.979809,3.05979,1.240196
42583,189,-9.323021,2.60968,0.172383
42584,190,-9.59596,2.413355,0.474052
42585,191,-9.811438,2.920926,-0.014365
42586,192,-9.682152,2.537854,-0.253785
42587,193,-9.303868,2.394202,0.234632
42588,194,-9.414001,2.691083,-0.067038
42589,195,-9.452308,2.633622,0.062249
42590,196,-9.528923,2.60968,-0.023942
42591,197,-9.471462,2.585738,0.019154
42592,198,-9.437943,2.604891,0.033519
42593,199,-9.303868,2.461239,0.277727
42594,200,-9.294291,2.580949,0.162806
42595,201,-9.47625,2.552219,0.205901
42596,202,-9.399636,2.557007,0.062249
42597,203,-9.342175,2.576161,0.081403
42598,204,-9.380482,2.652775,-0.076614
42599,205,-9.514557,2.571373,0.100556
42600,206,-9.399636,2.63841,0.052672
42601,207,-9.485827,2.619257,-0.023942
42602,208,-9.409213,2.671929,0.191536
42603,209,-9.916783,2.810793,0.766145
42604,210,-9.433155,2.60968,-0.033519
42605,211,-9.423578,2.60968,0.014365
42606,212,-9.313444,2.624045,-0.129287
42607,213,-9.394847,2.585738,0.062249
42608,214,-9.485827,2.604891,0.095768
42609,215,-9.390059,2.576161,0.043096
42610,216,-9.572018,2.60968,-0.009577
42611,217,-8.839393,3.912126,1.04866
42612,218,-10.390835,0.641646,-3.916914
42613,219,-8.226477,1.254562,9.02614
42614,220,-9.394847,2.595315,0.258574
42615,221,-9.433155,2.552219,0.038307
42616,222,-9.423578,2.753332,0.09098
42617,223,-9.414001,2.331952,0.129287
42618,224,-9.303868,2.590526,0.138864
42619,225,-9.572018,2.652775,-0.565032
42620,226,-11.166557,3.921702,-1.527501
42621,227,-8.590396,2.437297,0.138864
42622,228,-9.2081,2.561796,0.143652
42623,229,-9.418789,2.561796,-0.052672
42624,230,-9.414001,2.647987,0.296881
42625,231,-9.442731,2.523489,0.114922
42626,232,-9.050082,2.619257,0.244209
42627,233,-9.457097,2.624045,-0.047884
42628,234,-7.924807,1.096544,1.431733
42629,235,-7.656657,2.149993,-2.011129
42630,236,-9.442731,2.628833,-0.057461
42631,237,-9.586383,2.710236,0.009577
42632,238,-9.500192,2.695871,0.052672
42633,239,-9.519346,2.528277,-0.105345
42634,240,-9.179369,2.030283,0.914585
42635,241,-9.409213,2.499547,0.272939
42636,242,-9.44752,2.485181,0.215478
42637,243,-10.041282,2.75812,0.086191
42638,244,-9.538499,2.580949,-0.272939
42639,245,-9.428366,2.628833,-0.033519
42640,246,-9.471462,2.647987,-0.067038
42641,247,-9.303868,2.724601,-0.019154
42642,248,-9.35654,2.624045,-0.052672
42643,249,-9.414001,2.595315,0.023942
42644,250,-9.404424,2.724601,0.114922
42645,251,-8.892065,3.002329,3.031059
42646,252,-9.414001,2.743755,0.387861
42647,253,-9.519346,2.542642,-0.057461
42648,254,-9.318233,2.600103,0.311246
42649,255,-13.441048,3.572149,-7.603984
42650,256,-9.423578,2.523489,-0.023942
42651,257,-9.610325,2.619257,0.009577
42652,258,-9.222465,2.662352,-0.004788
42653,259,-9.452308,2.499547,0.062249
42654,260,-9.409213,2.63841,0.019154
42655,261,-9.437943,2.662352,-0.138864
42656,262,-9.35654,2.662352,-0.023942
42657,263,-9.457097,2.628833,0.038307
42658,264,-9.504981,2.657564,0.35913
42659,265,-9.002198,2.614468,-0.162806
42660,266,-9.246407,2.576161,0.047884
42661,267,-9.572018,2.624045,-0.344765
42662,268,-9.418789,3.687071,0.014365
42663,269,-39.2266,10.874464,-34.031182
42664,270,-9.725247,2.705448,-0.440533
42665,271,-9.533711,2.566584,0.009577
42666,272,-9.816227,2.896984,-0.258574
42667,273,-9.409213,1.833958,-4.91769
42668,274,-5.401319,0.282516,4.161122
42669,275,-9.270349,2.547431,0.100556
42670,276,-10.658986,3.548207,1.024718
42671,277,-9.313444,2.691083,-0.378284
42672,278,-9.504981,2.734178,-0.138864
42673,279,-9.404424,2.657564,0.009577
42674,280,-9.504981,2.576161,-0.047884
42675,281,-9.514557,2.566584,-0.043096
42676,282,-9.457097,2.782062,0.172383
42677,283,-9.509769,2.671929,0.114922
42678,284,-9.399636,2.60968,-0.081403
